3,"Dear, In this world today we should have everyone using computers. Computers have a positive effetc on people. They teach hand eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Today computers are like the worlds biggest book of knowledge. everything you need to know is in a computer. You can look up faraway places, and zap threes everything you need to know write in front of you. Computers are fast and easy, everyone can use them. Today kids are so addicted to computers everyday they are on them. There are so many websites that kids and teens go on, like @CAPS1, and Facebook etc. on these websites kids as young as ten years old are chatting with friends and putting up pictures. Thers is also web chat websites that allow you to use a web came and talk to people anywhere in the world. Computers are a great way to get in touch with people. Everyone should have a computer in there home today."
3,"Well computers can be a good or a bad thing. I don'@CAPS1 relay see @CAPS2 computers can be a bad thing for me. I also know @CAPS2 computers can or will help people all around the world. I think computers has positive effects on people like me. Computers teaches hand eye coordination. It can help if you need to find out research for a school project. You can create lots of things on computers like music, designer @CAPS1shirts, logos, banners and lots of other creative things. With computer you can look up available homes and apartments. You can even go online and fill out a job application and save trips to stores @CAPS2 cool is that!! Well I'm a regular person not rich not famous but computers provide lot of information people use today. Thats why I think that computers has a positive effects on people and you don'@CAPS1 have to be super smart to use one."
3,"Dear, @ORGANIZATION1 I think the effects that computers do on people are really positive. Computers can be used for all sorts of things. Examples like finding things out about history. People that changed the world and other information. Computers give the power for children to learn. For example, their are lots of websites that offer online tutoring or good ways to help you pass school. Other positive way is online dating sites. You can meet new people and is a good way to make life even better. Popular sites like @CAPS1, @CAPS2, @CAPS3, and so on make a good way to keep in touch with friends from your past, or even make new ones. But the most that I think that's the best in my opinion is going to school online. Once your done with col loge and you are a NYSE, for an example you can get a higher degree like a registered nurse then being a @ORGANIZATION2. I think computers has a positive effect on people."
3,"Dear local newspaper, my name is @PERSON1 I am @NUM1 and I go to Baylor school. I am writing to you convince that computers have a positive effect on people. Please read the following reasons. Computers have a positive effect on people. Your able to communicate with people all over the world. When my brother goes on the computer he get's to talk to my family in @LOCATION1 I like to use Skype because when we talk to family in @CAPS1.R we use a web cam to keep in touch with my family. They teach hand eye coordination and help me in ping pong. It help me ACTH the ball in computer and I do the same in the wreak. You have lot's of access to different information, my mom found a job in the computer. Everybody have access to weather or news, Some say it's a lack of exercise. People get addicted to the computer. Some can get obese and mess with your love life. These are the reasons why I be live computers are good for society. This is why people should agree that advance in technology. Technology keeps on upgrading."
3,"The effect of people using computers isn't anything bad co use you learn a lot from it. In some ways when you use the computer and you type, the typing exercises your fingers. Your fingers will get muscle and will teach you to remember where to type without looking down on the keyboard. People sometimes using computer is good because if your writing letters you don't have to use pencil you can just type it and print. The typing does all the work for you so you won't spend hours writing to someone. Computers are helpful to people for example, Ir your researching about @CAPS1 or @LOCATION1 you can find almost all the information on the computer in a instant click. Computers save time and does a lot of work. Computers are helpful piece of technology and one of the best."
3,"Dear local newspaper, I am writing this letter to you to show on how people get effected from computers. It effects people very well and teaches people many things for just one technology. Computers effects many people for what it does. Computers have many advantages that people learn very quickly. Many people love computers. It is one of the most best inventions to everyone around the world. They teach positive things for people to learn. Computer even have a positive effect on people across the world. They teach many things for people to learn and that have already learned. Such as, hand eye coordination. When you type up words it teaches you to see better with your eyes. Computers also, give people the ability to see, understand, and gives information about people across the world. Celebraties are very popular on computers or other technologies. Computers help you learn things better than any other technologies. Anything you can get on any other technologies. There is a guarantee of you will find it on your computer. Computers are just like other technologies but in some categories they're much better than the others. Computers are very important in life because without computers we would not learn how to communicate with each other. If we did not have phones to use to call someone. On the computer if you go online you can maybe talk to someone by their email address. You can talk to someone that you have not talk to in years. You can look images or videos that you haven't seen in years. On computers, you can find out information from news that week of or even the day of. In conclusion all I say is that without computers in this world. What would it be like? Most technologies that are not as good computers will be popular without computers. I wonder what it will be like?"
3,"Dear @CAPS1 of society I am writing this letter to you to explain the many benefits towards computers. My first reason will explain the many ways computers help you @CAPS2 believe that people using computers is a very good idea. They believe this because computers make you really focus and pay attention. This gives you really great eye sight and amazing hand eye cor donation. A important ability that computers have is they are able to teach you about far away places depending on were you live. The reason people would probability want to visit one of these places on a website would probability be for vocational purposes. My third reason to why I feel we should keep computers is. There is a lot of websites you can join so that you can speak to your friends as long as there online. IAM, @CAPS3, @CAPS4 excl. These are all great uses for computers. Also people who own a well paying email system on these computer that tells them who wants to sell a piece of machinery, or anything that involves business ethics. Now you know my three very important reasons to why computers are a great way to get hand eye cor donation. A great way to learn about other states. And so you can talk to friends and have a email for business purposes. I hope you have enjoyed reading this and hope to see you on my side toward this topic."
3,"Dear Newspaper, I'm writing to you about the debate that you are having asking if people should use computers. The article stated ""more and more people use computers, but not everyone agrees that this benefits society."" I think people should not use computers. Also technology needs to slow down, it's getting to advanced. My first reason why people need to stop spending time on computers is, you don't want to always say to your on your honeymoon ""we could to @LOCATION1 from our computer. And your life will go by fast and you want notice it, your all fat and old. Also @PERCENT1 of people who use computers are over weight because they don't exercise. Secondly the more technology there is, we are going to have less. In addition it feels better when you work and not just sit on your computer, getting a monthly check. In conclusion you live a happier life when explore the. In @PERCENT2 of people who use computer commit suicide. Also if it was or to me I would the use of computers. Bead all the about computers and you will think but like me. I use to be a computer geek."
3,"Dear news paper I think computers good for you because you can use the internet and MySpace and videos and some school work like math and essays so yes I do think that computers are good for you because you can do all kind of things on computers. And computers can help you with school a lot and you can print out lots of things and why computers can help you is with your math writing spelling and most defiantly is science and ant also literature. The reason why I chose those @NUM1 things is because you can look those @NUM1 things up on. Computer and get the answer to math and spelling right like read @NUM3 helps you write and spell that's one at the reasons why I like computers because I can get on read @NUM3 and I love doing read @NUM3 a lot and I like the read @NUM3 class also because the computers sometimes I like reading on the computers but not all the time but I have to read that's how I'll first learn how to read by for sing my self forward to read. That's how I'll first learned how to read by computers and putting Fosse to my self. That's why computers is more important to me and look words up."
3,"Some people think it is a good idea and same do not. My opinion is that, I think that people spend a lot of time for good reasons. Here are three reasons why, @NUM1. grownups working, @NUM2. students learning how to type, and @NUM3. communicating with others. My first reason is that parents do a lot of work on computer. For example, they do taxes, paperwork, airline tickets, and the bank. And those are usually all done on the computer so it would be easier if people don't drive. My second reason is students need to learn how to type so they can email or even write on paper. It helps them build learning ability and also, so they can know how to sing the @ORGANIZATION1's. Computers are suppose to be fun for people of any age. My last reason is, communicating with others is a great skill to have so you can talk in person. Computers help because if you mess up of what your trying to say then you could just erase what your trying to say. And in person, you can't. Also you can make plans with one of your friend on something if they live really far or something like that. In my opinion. I think people should be able to go on the computers to do work, play games, no sites, and many more other things to go on, only if you have a computer at home."
3,"I believe that computers have good effects on people. Computers allow people to stay in touch with long distance friends or family. Computers have games for kids that help them learn, and, also, people learn new things, too. My first reason is that, computers allow people to stay in touch. If someone in their family live long distance then they could always use emails to talk. That way they wont lose each other. Also, sometimes, friends move away and you always want to keep in touch. Another thing is that, if they want to send photos to each other, they can use email. Also, because, Thur an mail takes forever. Please, let the people stay in touch! My second reason is that, computers has games kids play. The games kids play could help them learn more. Sometimes watching t.v. don't help. If they actually play the game and see what their doing, then they will got smarter. That's what we want for our kids, right? Also, kids have fun playing these games. Do you really want to take the learning experience away? My third reason is, computers help people learn new things. Like, they could go on the computer and learn what's happening in the world. People can learn new words they never knew about. Also, pictures on the computer help, too. For example, if someone is traveling somewhere, and they don't know how the price. They can get on the computer and check it out, right? So, in conclusion, I believe that computers are good use. They help people stay in touch, help kids learn by playing games and help people learn new things about the world and more. So, I'm saying, please, keep the computers. They are not a waste of our time. Turst me!"
3,"Dear Newspaper Computers have been a great learning source and i think it's time we give them some credit ins ted of worrying over them. I will be telling you about how I think computers are great. One reason they are vary helpful is that books dint always have all of the information. So if you need to know a fact or need more information for a project you can go on the computer and it's all right there and you will have known more facts then when you started. The second reason is that you can be almost anywhere and half aces to a computer and you might not have a phone but you can talk or send a message. Not everyone has a phone but computers are a secondary way to have a conversation with someone. Another reason, is its not always sunny outside and when it is a rainy day you have a fun way to play and learn without having to be outside. The computer doesn't replace the outdo res or exercising it is just a pass time when you dint have the opportunity to be outside. I hope you liked and understood my reasons and will take them in to consideration when going over the topic."
3,"I think computers help people out because you can learn about at here thing like @CAPS1 you want a job you can look it up in the computers. Also @CAPS1 you have a problem they will help you out. @CAPS1 you what to go some where you could go and be on the computer and look how it is and @CAPS1 you like it you could go @CAPS1 not look some where else you what to go. I think it a great thing @CAPS1 you look for people in the computer because you could talk to them and see them it relay cool. You can look for clotures in your computer what you want to learn. Like @CAPS1 you have a fave rt person you what to know about you can look it up in the computer and she videos or you can look up different sites it really cool. There games you can play online there alto of game and fun game learning games. Math game science game different games you what. Also you can us other people that are planing the game game as you. It relay cool. I think the computer isn't bad for people computer help them a lot."
3,"Computers do benefit are society. They have changed the world alto. You can do many things on the internet. On the computer, you can chat with people everywhere. The computer helps the world. These are ways how computers do benefit our society. There are many things you can do on the internet. You can play games with people. You can talk to people on certain websites. You can look up vacation spots. If your tired of being home, then just go on the internet. These are things you can do on the internet. On the computer, there are many settings. Out of all of them, chatting is the best. You can be playing a game and still chat. If you chatting with someone, you can still chat with another person. You can chat with people from across the world. This is why chatting is the best setting. Computer helps the world in many ways. It helps kids if they need to research something. It helps the cops catch the bad people. The computer helps parents get from their children by vacation ads. This is has the computer helps the world. The computer does benefit our society. It has change the world. You can do many things on it. On the computer, you can chat with people from anywhere. The computer helps the world everyday. This is how the computer benefits our society."
3,"Dear @CAPS1 and @CAPS2 of the @LOCATION1 @CAPS3 I think that computers are a good thing to use. I know that some people do use the computer instead of enjoying a or exercising, but not everyone does that, The computer is a good resource to invest time in. The effects computers have on people is good (for the most part). The statement is true, people that use the computer can talk with people online and get information quickly than the library. I believe that the effects a computer has on a person, are good effects. When people use a computer they can get information which for research and work (word) That's because, when your on a computer you can simply relax but get available amount of work done. You can also do things while your on the computer, hold your dog, hold your cat, eat, drink, text, call. It's very milt propose (use). But some computers is a bad thing because not how the very expensive and same dint have the money to buy a computer but if you do have, you because they're of people or example @CAPS4 cheated and not a computer he could have good so rich and rumors because the computer is what he needs to be successful with Microsoft so computers are useful and the effect they have on people is a positive one."
3,"The use of computers is definitely correct. It is helpful, you can discover new things and much more. Computers makes peoples lives just so much simpler. Computers can help people in magnificent ways by looking for things you desperately need. Like if you were a student and you had to write a paper on @PERSON1. The computer has internet and that like billions of facts @PERSON1 and much more information about every thing. It can be helpful also by looking up the wheat her, the new, even things that are happening around the world and even answering questions you have. Discovering things on the computer is something that happens every day. For example I read an article about the @CAPS1 and the @CAPS2 @CAPS3 the next day my teachers gave us a pop quiz on that and I got @NUM1. If a computer can get some bad a @NUM1 on their test think of what else it could do for the world. It might even help sea lives. Of course a computer can be helpful. In way like cheeking the score from yesterdays game, see whats going on in your community, watch video es, hear music, talk to your friends, relatives get information on places, medical stuff. A computer can basically do every thing from looking up the games scores to saving a life. The use of computers is, obviously the best decision."
3,"Dear local newspaper, @CAPS1 you know how long you go on the computer for? Well get up and go outside. Thats one of my reasons why I think people spend to much time on it my other reason is your eye sit can go bad. Its a nice sunny day dint wast your time on the computer! Go outside! All, kids @CAPS1 is sit on the computer all day not getting exercise. Did you know @NUM1 out of @NUM2 kids that sit on the computers all day gain at least @NUM3? @PERSON1 told me that. I mean I believe him because its true kids dint get up.There missing a nice day out would you wanna miss a nice sunny day? My fin all reason is kids eyesight can go bad. I mean having them stare at a screen all day, that's bad. @PERSON1 told me if your on the computer for @NUM4 hours on the computer for @NUM4 hours straight your eyes can get worst. I remember a tiny when I was on the computer for @NUM4 1/@NUM4 hours my eyes were killing me everything I blink. I know the computer is fun playing games, talking to friends but you should take a break and @CAPS1 something Poles. In conclusion just go outside and have fun! @CAPS1 you want to wast a nice sunny day by staying in doors hurting your eyes? I know I @CAPS1!"
3,"Dear @ORGANIZATION1, I think computers are good to society, because you can read the news paper online, email your friends and family, and can play games and watch videos or movies. Knowing the latest news is very important, news paper are okay but you have to pay for them with the news paper online you can get the latest news for free! This way you can save money and trees. Heres another way of saving trees. Emailing is a good to talk so some one far away and it's a lot faster than just regular old mailing. Email is also good for emailing links to cool websites, on email can send a funny picture or a video or an important notice. So, Computers can be your news paper and a good and fast way of communication. It also can be useful for entertainment. Computers are one of the most popular entertainment sources. Computers allow you to go on game sites, watch videos or movies or play on online game on just a regular @CAPS1 game. I know whenever I'm bore I go on my computer and I can always find something to don on line or find a movie to watch. So, computers are very popular, in many areas computers are helpful in news, communication, and entertainment. People just need to look at the positive aspects of computers, then they will see how great they are"
3,"I think that the computers are good to be used because anybody can use them at anytime or go on it whenever they want to. The reason why I think it is good is because you can contact someone that you know and talk to them whenever you want. Another reason is because you can play games or look for something or even make a research on stuff that you want to know or about something that you were always curious about. A computer is also use full for better things like using it for when going to work or when a kid in school needs to do a report of project and needs to do it in typing and also to save stuff that you don't want nobody to use. Computers can sometimes be help full to people that really need it and that actually need to use it, but it can also be a fun activity to do if anybody doesn't have nothing to do. I think that the computer is aw some because anybody enough can open up their own website and create something what. A lot of people can go on the internet and open an account on a website; for example a @CAPS1 or a @CAPS2 or a @CAPS3 for that what to have an account. These are a lot of people that use the computer in a good way and use it for things that it can actually be used for. So I think that the computers are Avery help full to people that like searching for stuff that there curious about or to have to use it for good needs."
3,"Dear @CAPS1 @CAPS2 @CAPS3, I am writing to tell you about the effects computers have on people. They teach hand eye coordination, lets people search @CAPS1 places, talk online with people like family and friends. First, the computers teach hand eye coordination it helps you become a better speller and type fast or type without looking at the keys I know it helped me and I'm sure it will help you too. Secondly, computers lets you interact with family and friends and lets you make friends like MySpace you talk to your friends and make @CAPS1 ones Facebook is more mature if you ask me twitter also its just away for you too talk to your friends yahoo, gm ail, AOL. Even teacher es lets the teachers communicate with parents so it helps you communicate without everyone being in your conversation on the phone. Next, it helps you search @CAPS1 and old places like landmarks or businesses like salons, nail parlors. Gyms and @CAPS1 restaurant you can even search when a movie is go in to come out. A computer can help you very much in this type of case. In conclusion computers are good they help you inform you and they can teach you I love my computer it helps me with homework and helps me study. Say you cant talk with someone over the phone, you can email or chat with them and it's so cool/fun and it interesting how you can learn @CAPS1 things it lets you upload pictures, music videos and you can type essays. The computer is very educational."
3,"Dear, news paper I think computers are good, this is because you can learn thing's about faraway places using them, you can also hear about the most recent news and you can communicate with people. In school a lot of the research projects on other places focus on other places around the world. When you use a computer you can read articles about the place and also get pictures and use them in a slide show or photo story. Their are also educational websites that kids can go on to learn their math facts to multiplication tables @CAPS1 the computer is a good learning tool. The computer can keep you updated with the news to! their are news website that post minute to minute things about world news and tell the world what kind of disaster happened in some far away place on the other side of the world. A lot of the time families are spread all over the world, you can chat with family or friend's that have moved by a simple chat room and you can catch up on what has been happening in each other's lives and that's a good tool for family to stay in touch @CAPS1 the computer has lots of benefits that a lot of people all around the world can use, from learning. About a faraway country to chatting with cu son that lives in California and also knowing whats going on in your own home town."
3,"Dear, @ORGANIZATION1, I think computers do have a positive affect on people but I don't think because of computers is the reason people don't exercise or enjoy nature. People make their own choices in life. The computer is just there. If somebody chooses to be on the computer instead of spending time with their family well that's their choice and problem not the computers. Me for example I love working and playing on the computer. Even though I'm on the computer I still do things like talk to my family, I play basketball, and I chill with my homes. Now that's my choice to do all of that. I can easily just sit up in my room and be on the computer all the time. It's nothing wrong with doing that because that is my choice in life. Nobody should be able to tell you to get off the computer because that is your choice in life. If you want to be on the computer instead of going outside that's your choice. Only you know what is best for you."
3,"Dear, @ORGANIZATION1, @CAPS1 name is @CAPS2 @CAPS3 and I am a students in @ORGANIZATION1 middle school. I want to state a opinion on how computer effects people. There are many thing like games, chat rooms, docile thing. Also information for homework or for work and jobs. Well let get started @CAPS1 opinion on people using computer is good, only fools don't use computers. They help you a lot like, let say I am a Cooley and I forgot how to do something, I'll just go on the computer and fine it and it that easy. I use a computer all @CAPS1 life and I am smart, I even help @CAPS1 mom use the computer sometimes. Chat room are good to you can make new friends and you can talk to family members, like your mom dad or casein if they live in a different part of the world. I talk to @CAPS1 can sen all the time not Reilly a little and he live in Colombia. I also talk to @CAPS1 friends on Facebook to ask what was the homework sometimes. Games, games are fun when you get bored or do not have nothing to do. You can play all different kind of games like action or if you want a chenille's you can play hard games i think games like chess or sedate. To help your brain thank to exercise your Brian. Games can help you knew the computer more like they bored, many people don't even knew how to type with out looking at the broad. I have to look at it. Well thus where same opinion I had about the computer. Even though people think it take time from exercising and interacting with people it not really time. There exercising there Brian and they can interact with people. So till next time"
3,"Dear local newspaper I think that using computers help people because if we did not have computers we would not now hey thing about anyone or anything like all of the @CAPS1 I would not now anything about them but with computers I know alto about them and there lives like @CAPS2 @CAPS3 @CAPS4 got shot in the back of the head and. @CAPS4 got shot to and I know alto about the @ORGANIZATION1 there white people that to fear in to black people and the same with the wars like world @NUM1 and world @NUM2 and the @CAPS5 and @PERSON1 and the @CAPS6 war there was like plain spy plain flying across @LOCATION1 and they shot him down because we were trying to see if thy had ENE nuclear bombs offer there. And the same with Google and yahoo with Google you can type in anything and you will get a answer and most liked a core ct answer yahoo and Google is great for some worker and products end studying because you then you do to and that I think that computer are good."
3,"Dear local newspaper, @CAPS1 opinion on the effects computers have on people is a positive effect. Three main reasons are that people learn more about cultures, places, and some people work online. @CAPS1 first reason why computers have a positive effect on people is because they help you learn about cultures around the world. Learning about cultures is very important because if people travel they need to know how they can respect each other. @CAPS1 second reason why computers have a positive effect on people is because they help you learn about places around the world the world. Learning about places is very important because you could get lost. It also helps you by telling you which places are famous to visit. @CAPS1 third reason why computers have a positive effect on people is because some people find jobs online. Other people work online. This benefits people in a positive way. In conclusion computers have a positive effect on people because its helps people learn about cultures, places, and jobs around them."
3,"Dear @LOCATION1 @CAPS1, after reading your article about advances in technology, I would like to offer my opinion about this con traversal subject. All around the world, people are using computers to do all sorts of things; weather its for games, the buying and selling of items, talking with people in different countries; the possibilities are endless. This is, however, not necessarily a good thing. Many people become addicted to computers. Esspecialy adolescents, who enjoy the games that computers offer. From personal experience being addicted to computers, I can honestly say that I was under almost complete control by that computer. My grades started to go down, I stopped interacting with my friends and family, and trouble on things. Many parents watch their children go through this and are sometimes helpless to stop it. This poses a large problem for parents. My word of advice; don't let your children become addicted!"
3,"Dear Newspaper, @CAPS1 you turn there is technology. It's not going to change. Try a schedule. Encouragment helps a lot of people. Activities keep you mind off things read on to find our more. Scheduleing is important. Limit the time on the computer. For every half hour at least @NUM1 minutes outside or with friends. try to memorize the schedule. Encouragement helps me and alto of people! Try to encourage family and friends, The government is also trying to fight this. Encouragement helps. Activities can keep people off the computer. Try neighborhood activities. Afterschool activities for a while. All kinds of stuff is fun. Do you think scheduling helps? Do you like encouragement? Do activities keep you mind off things? then by far this stuff helps."
3,"Dear newspaper editor, I have recently heard that some people think that computers have a negative effect on people. Well i think that computers have a positive effect on people. I think that computers have a positive effect on people because it helps make learning about other countries easier. Also, it helps people talk to people from different countries. Another reason is that it helps people learn about different cultures, religions, or traditions. The reason why some Pope think that computers have a negative effect on people is because people are spending more time on the computer than spending time with their family. Also, people use the computer more than they use exercise machines, bicycles, or scooters. Now that you know about the positive and negative effects of computers, Which side will you choose? the one against computers or the one for computers. I would choose the one for computers."
3,"Dear local newspaper editor, @CAPS1 opinion on the effects of computers on people is that staying on a computer is not that bad it does not rot you brain like video games. are some good reasons why computers are good and help you. Sometimes computers do help with hand eye coordination. You use the computer to do homework or to search a a stores etc. Some computers are really slow but not all of the new ones for @DATE1, computers can also help you read better it has little . You could play talk to people like your friends. Listening to music is an easy thing to you could a website that has all songs that you like to listen yo many people use the computer to find jobs and use it to look for ways to eat right and work out paying bills online is easy er than paying them for real. The computer is easy way to pay and you should agree with @CAPS1 opinion."
3,"Not everyone thinks computers are good for you but they are a very good resource to find information. It's not good to be on the compiler @NUM1 seven but to be on sometimes is not bad. A person who is on the computer all day and does nothing else except that, then that is not healthy at all. People just have to limit their time on how much they stay on the computer. Dont over due it! Computers are also very good for information as I said earlier. If you have a computer or a laptop and you need to find information on something the internet is there. For kids that need to do homework or a project and they need to look up some facts or information on something they could go on the computer for that. It is so much easier to do that then look for books that has all the facts you need. So computers have very good qualities and resources. They rant bad or unhealthy unless if that is your life and that is the only thing you do. That is my opinion on computers."
3,"I think that people are spending a lot of time on there computers and not enjoying nature and things. My reasons are that people don't do anything except surf the web, talk to other people all the time, and they site around eating junk and no exercise. Those are my three reasons. My first reason is people do is surf the web. There is over a million websites to go to. What people do is go to all of them look at things or buy something. The only thing they should be doing is homework or business. Also people play to many video games on the computer too. My second reason is that people go on @CAPS1 or @CAPS2 or use web cams. Those people could be on there for hours talking to people. Sometime those things are peoples life and all they do. I know someone who has a @CAPS1 and after school all they do is talk to people. They have friends on @CAPS1 but no friends in real life. My third reason is when people do go on all they do is eat junk food and get no exercise. Sometimes they eat potato chips and cookies and have soda. If you do that for week you will be very tired and sleepy. Also you can get very fat. Your body will be unhealthy and out of shape. Now that you have read my reasons, I hope you like them. My reasons where people don't do anything but surf the web, talk to other people all the time, and people eat junk food and get no exercise."
3,"Some people @MONTH1 think that computers take up too much time for the important things. But really everything you would like to know is right there. You can learn about nature, cool websites even history. Here are my reasons on the effect on computers. First, you can learn so much about nature online. You can view many types of animals and study them. Learn about plant and the effect they have on life. Also, you can learn about many things on @LOCATION1 and how its changing. Secondly, there are many coll websites you can join. Theres games you can play to keep you occupied during the day. You can even chat online with friends or maybe find long lost friends. School sites are available for students of some studying or help. Lastly, computers show you so much about history. People who things and world famous people from back then compared to famous people now. Most important of all, the life changing story about and how it changes peoples life today. I hope I've you enough to agree with me. As you can see computers have many resources you can learn from learning websites and history aren't even half of them. Think about! Thank you for listening"
3,"Dier: newspaper I think the computers are beneficial and consequential. Computers are beneficial because thy entertainment, informational and super yous fall., I in joy all the cool video on YouTube while older people mite wash the news. You can also send mail, it is most sample. Then sanding a ordinary envelope. Wating for days or even weeks depending were you live but wealth email it can get thee in a mater of scones, big deforests right. Pepol who depend on computers can up loud Indian information all the people on pa lands of the poLes and army yous the internet on theee computers to control special eminent like @CAPS1.A.V. for the army or everyday minting systems for a police officer. I may self yous a computer to research school slot like math and history but computer all rant good people ab yous it. Some people can hack in to othee computers and steel import en information and Macke your life misdeal it can eff act your Hausa online players spend countLess hows playing it can Mack you game Watt, st end Les time Wyeth your Friend and family thy play so of fen thee eight weekends and required glasses, computers my completely replace newspaper."
3,"To whom it @MONTH1 concern, I feel that computers are a great in most people lives. One you can use them for almost everything. two computers are good for you in many ways. It shouldn't affect Daley schedule or just being with your family. People can use computers for almost everything for one their are hundred of websites on the computer. For example, you can play games all different kinds, you can also chat with people, lit sen to music, watch videos, look for places and a whole lot more. Computers are very useful in many different ways. Computers are also good for you. They help with you eye coordination. You can also go online and do practice on math, social studies, etc. The internet also has a lot of educating games whiten is good for people who had that extra help. It also helps you with you hand coordinations because on the computer you need to know how to type. you get relay good at it you can type without looking. A computer can not get between you Daley schedule or way u do with your family. Because a computer is a computer you go on it if you need something or you go on it just for fun for example i have computer at my house and someone goes on it everyday and it never affect what everybody does us kids still go to school my parents still go to work, we eat dinner together we do what we have to do, and the computer never gets in the way. As my conclusion i know that computers are good to have in peoples houses. One you can use them for almost everything. Two computers are good for you. Three i shouldn't affect your daily schedule in anyway."
